load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.649 ,1482.2 ,136.1 ,10.8874 ,18,100.2 ,21.9 ,8,98.3 ,4.4 ,3.3 ,330 ,22.6 ,620 ,
0.634 ,1448.4 ,134.9 ,10.7330 ,18,100.2 ,21.8 ,8,87.3 ,4.1 ,3.0 ,326 ,22.5 ,617 ,
0.615 ,1406.0 ,133.6 ,10.5236 ,18,100.2 ,21.7 ,8,76.4 ,3.6 ,2.6 ,321 ,22.4 ,615 ,
0.592 ,1352.8 ,132.0 ,10.2488 ,18,100.2 ,21.6 ,8,65.5 ,3.1 ,2.1 ,316 ,22.2 ,612 ,
0.526 ,1202.0 ,133.7 ,8.9897 ,18,100.2 ,21.2 ,8,54.6 ,2.8 ,2.0 ,315 ,23.7 ,640 ,
0.741 ,1692.8 ,143.4 ,11.8079 ,18,100.2 ,22.4 ,10,109.2 ,6.3 ,5.1 ,351 ,23.0 ,627 ,
0.723 ,1652.0 ,142.3 ,11.6095 ,18,100.2 ,22.3 ,10,98.3 ,6.0 ,4.9 ,348 ,23.1 ,629 ,
0.706 ,1613.7 ,140.8 ,11.4633 ,18,100.2 ,22.2 ,10,87.3 ,5.6 ,4.5 ,344 ,23.0 ,627 ,
0.696 ,1591.4 ,140.4 ,11.3313 ,18,100.2 ,22.1 ,10,76.4 ,5.0 ,4.4 ,342 ,23.1 ,629 ,
0.660 ,1507.6 ,136.9 ,11.0114 ,18,100.2 ,21.9 ,10,65.5 ,4.5 ,3.5 ,332 ,22.7 ,621 ,
0.591 ,1351.4 ,137.3 ,9.8443 ,18,100.2 ,21.6 ,10,54.6 ,4.1 ,3.2 ,329 ,24.0 ,646 ,
0.548 ,1252.0 ,136.0 ,9.2055 ,18,100.2 ,21.3 ,10,43.7 ,3.2 ,2.7 ,322 ,24.2 ,650 ,
0.812 ,1856.2 ,151.5 ,12.2539 ,18,100.2 ,22.8 ,12,109.2 ,8.0 ,6.6 ,370 ,23.5 ,636 ,
0.797 ,1820.6 ,150.2 ,12.1227 ,18,100.2 ,22.7 ,12,98.3 ,7.6 ,6.4 ,367 ,23.6 ,639 ,
0.778 ,1778.4 ,148.0 ,12.0168 ,18,100.2 ,22.6 ,12,87.3 ,7.2 ,6.0 ,362 ,23.5 ,636 ,
0.756 ,1726.8 ,145.5 ,11.8659 ,18,100.2 ,22.5 ,12,76.4 ,6.6 ,5.5 ,356 ,23.4 ,633 ,
0.727 ,1661.8 ,142.7 ,11.6455 ,18,100.2 ,22.3 ,12,65.5 ,6.0 ,4.9 ,349 ,23.2 ,630 ,
0.691 ,1578.2 ,139.4 ,11.3193 ,18,100.2 ,22.1 ,12,54.6 ,5.1 ,4.2 ,340 ,22.9 ,625 ,
0.608 ,1388.8 ,140.2 ,9.9056 ,18,100.2 ,21.7 ,12,43.7 ,4.4 ,3.9 ,337 ,24.7 ,660 ,
0.504 ,1152.2 ,138.5 ,8.3189 ,18,100.2 ,21.1 ,12,32.8 ,3.6 ,2.8 ,324 ,25.4 ,673 ,
0.575 ,1314.5 ,132.2 ,9.9426 ,18,87.7 ,22.0 ,6,109.2 ,3.1 ,2.1 ,315 ,22.6 ,618 ,
0.654 ,1494.1 ,136.9 ,10.9150 ,18,87.7 ,22.5 ,8,109.2 ,4.7 ,3.5 ,332 ,22.8 ,623 ,
0.643 ,1469.6 ,136.3 ,10.7786 ,18,87.7 ,22.4 ,8,98.3 ,4.4 ,3.3 ,330 ,22.8 ,623 ,
0.623 ,1424.1 ,135.6 ,10.5029 ,18,87.7 ,22.3 ,8,87.3 ,4.1 ,3.1 ,327 ,22.9 ,625 ,
0.605 ,1382.9 ,134.3 ,10.2984 ,18,87.7 ,22.1 ,8,76.4 ,3.7 ,2.7 ,322 ,22.8 ,623 ,
0.583 ,1331.0 ,132.7 ,10.0305 ,18,87.7 ,22.0 ,8,65.5 ,3.2 ,2.2 ,317 ,22.6 ,619 ,
0.727 ,1661.2 ,143.2 ,11.6028 ,18,87.7 ,22.9 ,10,109.2 ,6.4 ,5.0 ,350 ,23.3 ,633 ,
0.715 ,1633.2 ,142.3 ,11.4741 ,18,87.7 ,22.9 ,10,98.3 ,6.0 ,4.8 ,348 ,23.3 ,633 ,
0.694 ,1585.8 ,141.3 ,11.2269 ,18,87.7 ,22.7 ,10,87.3 ,5.7 ,4.6 ,344 ,23.5 ,635 ,
0.684 ,1563.2 ,140.5 ,11.1257 ,18,87.7 ,22.7 ,10,76.4 ,5.1 ,4.4 ,342 ,23.4 ,635 ,
0.650 ,1484.7 ,137.6 ,10.7890 ,18,87.7 ,22.4 ,10,65.5 ,4.6 ,3.6 ,333 ,23.1 ,629 ,
0.617 ,1410.2 ,135.1 ,10.4350 ,18,87.7 ,22.2 ,10,54.6 ,3.9 ,2.9 ,325 ,22.9 ,624 ,
0.574 ,1311.1 ,132.1 ,9.9248 ,18,87.7 ,21.9 ,10,43.7 ,2.9 ,2.0 ,315 ,22.5 ,618 ,
0.800 ,1827.9 ,152.5 ,11.9853 ,18,87.7 ,23.4 ,12,109.2 ,8.0 ,6.8 ,372 ,24.3 ,653 ,
0.787 ,1797.4 ,149.8 ,12.0000 ,18,87.7 ,23.3 ,12,98.3 ,7.6 ,6.3 ,366 ,23.9 ,643 ,
0.767 ,1751.9 ,148.4 ,11.8033 ,18,87.7 ,23.2 ,12,87.3 ,7.2 ,6.1 ,363 ,24.0 ,646 ,
0.745 ,1701.3 ,146.1 ,11.6481 ,18,87.7 ,23.1 ,12,76.4 ,6.7 ,5.6 ,357 ,23.9 ,643 ,
0.717 ,1637.8 ,143.3 ,11.4264 ,18,87.7 ,22.9 ,12,65.5 ,6.1 ,5.0 ,350 ,23.6 ,639 ,
0.681 ,1556.1 ,140.2 ,11.1019 ,18,87.7 ,22.6 ,12,54.6 ,5.2 ,4.3 ,341 ,23.4 ,634 ,
0.633 ,1446.6 ,136.3 ,10.6114 ,18,87.7 ,22.3 ,12,43.7 ,4.1 ,3.3 ,329 ,23.0 ,627 ,
0.511 ,1167.7 ,139.0 ,8.4021 ,18,87.7 ,21.6 ,12,32.8 ,3.5 ,2.9 ,325 ,25.5 ,675 ,
0.561 ,1282.3 ,133.1 ,9.6371 ,18,75.2 ,22.5 ,6,109.2 ,3.2 ,2.2 ,316 ,23.1 ,628 ,
0.635 ,1451.4 ,138.5 ,10.4820 ,18,75.2 ,23.1 ,8,109.2 ,4.8 ,3.7 ,334 ,23.7 ,640 ,
0.623 ,1424.5 ,137.6 ,10.3496 ,18,75.2 ,23.0 ,8,98.3 ,4.6 ,3.5 ,332 ,23.6 ,639 ,
0.614 ,1401.9 ,135.9 ,10.3196 ,18,75.2 ,22.9 ,8,87.3 ,4.2 ,3.1 ,327 ,23.2 ,630 ,
0.592 ,1352.1 ,135.2 ,10.0020 ,18,75.2 ,22.7 ,8,76.4 ,3.8 ,2.8 ,324 ,23.3 ,633 ,
0.580 ,1326.1 ,134.8 ,9.8360 ,18,75.2 ,22.7 ,8,65.5 ,3.2 ,2.7 ,322 ,23.4 ,634 ,
0.709 ,1620.5 ,144.8 ,11.1893 ,18,75.2 ,23.6 ,10,109.2 ,6.5 ,5.3 ,353 ,24.3 ,652 ,
0.704 ,1607.9 ,142.9 ,11.2518 ,18,75.2 ,23.6 ,10,98.3 ,6.1 ,4.9 ,349 ,23.8 ,642 ,
0.680 ,1554.7 ,141.2 ,11.0108 ,18,75.2 ,23.4 ,10,87.3 ,5.8 ,4.5 ,344 ,23.7 ,641 ,
0.661 ,1509.5 ,140.5 ,10.7421 ,18,75.2 ,23.3 ,10,76.4 ,5.3 ,4.3 ,341 ,23.9 ,644 ,
0.645 ,1473.3 ,139.3 ,10.5789 ,18,75.2 ,23.1 ,10,65.5 ,4.7 ,3.9 ,337 ,23.8 ,642 ,
0.614 ,1403.1 ,137.8 ,10.1792 ,18,75.2 ,22.9 ,10,54.6 ,3.9 ,3.5 ,332 ,23.9 ,643 ,
0.563 ,1285.7 ,133.2 ,9.6554 ,18,75.2 ,22.5 ,10,43.7 ,3.0 ,2.2 ,317 ,23.1 ,628 ,
0.783 ,1789.5 ,152.7 ,11.7184 ,18,75.2 ,24.2 ,12,109.2 ,8.1 ,6.9 ,373 ,25.0 ,665 ,
0.765 ,1748.6 ,149.1 ,11.7283 ,18,75.2 ,24.1 ,12,98.3 ,7.8 ,6.2 ,365 ,24.3 ,652 ,
0.752 ,1718.7 ,147.9 ,11.6197 ,18,75.2 ,24.0 ,12,87.3 ,7.3 ,6.0 ,362 ,24.3 ,651 ,
0.730 ,1667.1 ,146.8 ,11.3555 ,18,75.2 ,23.8 ,12,76.4 ,6.8 ,5.7 ,359 ,24.5 ,656 ,
0.711 ,1625.5 ,145.1 ,11.2037 ,18,75.2 ,23.6 ,12,65.5 ,6.1 ,5.4 ,354 ,24.4 ,653 ,
0.668 ,1525.9 ,141.1 ,10.8124 ,18,75.2 ,23.3 ,12,54.6 ,5.4 ,4.4 ,343 ,24.0 ,645 ,
0.621 ,1419.8 ,137.4 ,10.3339 ,18,75.2 ,23.0 ,12,43.7 ,4.3 ,3.4 ,331 ,23.6 ,638 ,
0.517 ,1180.8 ,139.5 ,8.4661 ,18,75.2 ,22.2 ,12,32.8 ,3.4 ,3.1 ,327 ,25.6 ,677 ,
0.542 ,1238.2 ,134.3 ,9.2189 ,18,62.6 ,23.3 ,6,109.2 ,3.3 ,2.3 ,318 ,23.7 ,641 ,
0.532 ,1215.6 ,133.6 ,9.0959 ,18,62.6 ,23.2 ,6,98.3 ,3.1 ,2.1 ,315 ,23.6 ,639 ,
0.614 ,1403.8 ,139.6 ,10.0522 ,18,62.6 ,23.9 ,8,109.2 ,4.9 ,3.9 ,336 ,24.5 ,655 ,
0.603 ,1378.1 ,138.8 ,9.9309 ,18,62.6 ,23.8 ,8,98.3 ,4.7 ,3.6 ,333 ,24.3 ,652 ,
0.588 ,1343.3 ,136.0 ,9.8750 ,18,62.6 ,23.7 ,8,87.3 ,4.3 ,3.0 ,325 ,23.7 ,639 ,
0.574 ,1312.1 ,135.5 ,9.6805 ,18,62.6 ,23.5 ,8,76.4 ,3.9 ,2.8 ,323 ,23.7 ,640 ,
0.552 ,1261.9 ,135.0 ,9.3454 ,18,62.6 ,23.3 ,8,65.5 ,3.4 ,2.5 ,320 ,23.8 ,643 ,
0.687 ,1569.6 ,145.9 ,10.7611 ,18,62.6 ,24.6 ,10,109.2 ,6.6 ,5.4 ,355 ,25.2 ,669 ,
0.674 ,1541.0 ,144.7 ,10.6483 ,18,62.6 ,24.5 ,10,98.3 ,6.3 ,5.2 ,352 ,25.1 ,667 ,
0.659 ,1506.5 ,143.4 ,10.5078 ,18,62.6 ,24.3 ,10,87.3 ,5.9 ,4.8 ,348 ,24.9 ,663 ,
0.641 ,1465.3 ,140.4 ,10.4393 ,18,62.6 ,24.1 ,10,76.4 ,5.4 ,4.1 ,339 ,24.2 ,650 ,
0.620 ,1417.8 ,139.3 ,10.1809 ,18,62.6 ,24.0 ,10,65.5 ,4.9 ,3.8 ,335 ,24.2 ,650 ,
0.587 ,1342.4 ,137.6 ,9.7572 ,18,62.6 ,23.7 ,10,54.6 ,4.2 ,3.3 ,329 ,24.2 ,649 ,
0.547 ,1250.4 ,134.7 ,9.2856 ,18,62.6 ,23.3 ,10,43.7 ,3.2 ,2.4 ,319 ,23.8 ,641 ,
0.760 ,1736.0 ,153.4 ,11.3185 ,18,62.6 ,25.2 ,12,109.2 ,8.2 ,7.0 ,375 ,25.9 ,684 ,
0.746 ,1704.2 ,151.8 ,11.2259 ,18,62.6 ,25.1 ,12,98.3 ,7.9 ,6.7 ,371 ,25.8 ,681 ,
0.729 ,1666.0 ,150.0 ,11.1057 ,18,62.6 ,25.0 ,12,87.3 ,7.5 ,6.4 ,367 ,25.6 ,678 ,
0.709 ,1619.1 ,147.9 ,10.9448 ,18,62.6 ,24.8 ,12,76.4 ,7.0 ,5.9 ,361 ,25.4 ,673 ,
0.689 ,1574.3 ,145.0 ,10.8575 ,18,62.6 ,24.6 ,12,65.5 ,6.3 ,5.3 ,353 ,24.9 ,662 ,
0.650 ,1484.2 ,142.5 ,10.4133 ,18,62.6 ,24.2 ,12,54.6 ,5.5 ,4.6 ,345 ,24.8 ,662 ,
0.605 ,1382.5 ,138.9 ,9.9519 ,18,62.6 ,23.8 ,12,43.7 ,4.5 ,3.7 ,334 ,24.4 ,653 ,
0.526 ,1201.8 ,139.8 ,8.5978 ,18,62.6 ,23.1 ,12,32.8 ,3.3 ,3.2 ,329 ,25.6 ,677 ,
0.514 ,1173.8 ,136.3 ,8.6116 ,18,50.1 ,24.3 ,6,109.2 ,3.4 ,2.4 ,320 ,24.7 ,659 ,
0.505 ,1153.1 ,135.7 ,8.4981 ,18,50.1 ,24.2 ,6,98.3 ,3.2 ,2.2 ,317 ,24.6 ,657 ,
0.498 ,1137.3 ,134.9 ,8.4326 ,18,50.1 ,24.1 ,6,87.3 ,2.9 ,2.0 ,315 ,24.4 ,653 ,
0.504 ,1152.6 ,135.8 ,8.4886 ,18,50.1 ,24.2 ,8,109.2 ,5.5 ,2.3 ,317 ,24.6 ,657 ,
0.573 ,1310.3 ,140.7 ,9.3120 ,18,50.1 ,24.9 ,8,98.3 ,4.8 ,3.8 ,335 ,25.4 ,673 ,
0.561 ,1281.9 ,139.7 ,9.1729 ,18,50.1 ,24.8 ,8,87.3 ,4.5 ,3.5 ,332 ,25.2 ,670 ,
0.545 ,1246.1 ,138.7 ,8.9865 ,18,50.1 ,24.6 ,8,76.4 ,4.1 ,3.2 ,328 ,25.1 ,667 ,
0.528 ,1207.4 ,136.5 ,8.8473 ,18,50.1 ,24.4 ,8,65.5 ,3.6 ,2.6 ,321 ,24.6 ,657 ,
0.508 ,1161.0 ,136.2 ,8.5229 ,18,50.1 ,24.2 ,8,54.6 ,3.0 ,2.4 ,319 ,24.7 ,659 ,
0.654 ,1494.5 ,147.6 ,10.1280 ,18,50.1 ,25.9 ,10,109.2 ,6.7 ,5.6 ,358 ,26.4 ,693 ,
0.642 ,1468.1 ,146.5 ,10.0204 ,18,50.1 ,25.7 ,10,98.3 ,6.4 ,5.4 ,354 ,26.2 ,690 ,
0.629 ,1436.2 ,145.3 ,9.8860 ,18,50.1 ,25.6 ,10,87.3 ,6.1 ,5.1 ,350 ,26.1 ,687 ,
0.611 ,1396.9 ,143.8 ,9.7147 ,18,50.1 ,25.4 ,10,76.4 ,5.7 ,4.7 ,346 ,25.8 ,682 ,
0.590 ,1347.7 ,142.0 ,9.4900 ,18,50.1 ,25.1 ,10,65.5 ,5.1 ,4.2 ,340 ,25.6 ,677 ,
0.533 ,1219.0 ,137.8 ,8.8435 ,18,50.1 ,24.5 ,10,43.7 ,3.4 ,2.9 ,325 ,24.9 ,664 ,
0.641 ,1464.7 ,145.6 ,10.0617 ,18,50.1 ,25.7 ,12,109.2 ,8.8 ,5.2 ,352 ,25.9 ,684 ,
0.711 ,1625.6 ,153.3 ,10.6045 ,18,50.1 ,26.5 ,12,98.3 ,8.1 ,7.0 ,374 ,27.1 ,708 ,
