load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.416 ,950.2 ,627.3 ,1.5147 ,36,75.2 ,41.1 ,12,43.7 ,6.8 ,6.2 ,364 ,41.5 ,1058 ,
0.449 ,1026.7 ,515.1 ,1.9932 ,36,62.6 ,41.9 ,10,109.2 ,7.8 ,6.9 ,373 ,42.0 ,1072 ,
0.481 ,1098.1 ,440.7 ,2.4915 ,36,62.6 ,41.9 ,12,65.5 ,8.0 ,7.2 ,377 ,42.0 ,1072 ,
0.467 ,1067.1 ,451.9 ,2.3613 ,38,125.3 ,40.9 ,10,109.2 ,7.7 ,6.8 ,372 ,41.5 ,1059 ,
0.453 ,1036.2 ,483.5 ,2.1430 ,38,125.3 ,40.9 ,10,98.3 ,7.5 ,6.6 ,370 ,41.6 ,1060 ,
0.436 ,996.8 ,538.5 ,1.8511 ,38,125.3 ,41.0 ,10,87.3 ,7.3 ,6.5 ,368 ,41.6 ,1060 ,
0.417 ,953.2 ,627.7 ,1.5187 ,38,125.3 ,41.0 ,10,76.4 ,7.0 ,6.3 ,365 ,41.6 ,1061 ,
0.393 ,898.0 ,831.6 ,1.0798 ,38,125.3 ,41.3 ,10,65.5 ,6.7 ,6.0 ,362 ,41.6 ,1061 ,
0.572 ,1307.3 ,343.5 ,3.8062 ,38,125.3 ,41.2 ,12,109.2 ,9.1 ,8.2 ,390 ,41.9 ,1069 ,
0.564 ,1289.2 ,343.9 ,3.7486 ,38,125.3 ,41.1 ,12,98.3 ,8.9 ,7.9 ,386 ,41.6 ,1062 ,
0.540 ,1234.6 ,361.8 ,3.4126 ,38,125.3 ,41.1 ,12,87.3 ,8.6 ,7.7 ,384 ,41.7 ,1064 ,
0.526 ,1201.1 ,369.2 ,3.2527 ,38,125.3 ,41.0 ,12,76.4 ,8.3 ,7.4 ,379 ,41.5 ,1057 ,
0.494 ,1127.9 ,407.2 ,2.7697 ,38,125.3 ,41.0 ,12,65.5 ,7.9 ,7.1 ,376 ,41.6 ,1060 ,
0.460 ,1050.4 ,467.9 ,2.2452 ,38,125.3 ,40.9 ,12,54.6 ,7.4 ,6.7 ,371 ,41.5 ,1059 ,
0.409 ,933.6 ,697.2 ,1.3390 ,38,125.3 ,41.1 ,12,43.7 ,6.9 ,6.3 ,365 ,41.8 ,1065 ,
0.454 ,1037.8 ,495.3 ,2.0952 ,38,112.7 ,41.3 ,10,109.2 ,7.7 ,6.9 ,373 ,41.9 ,1069 ,
0.441 ,1006.7 ,537.5 ,1.8730 ,38,112.7 ,41.3 ,10,98.3 ,7.6 ,6.7 ,371 ,41.9 ,1068 ,
0.428 ,979.0 ,585.6 ,1.6719 ,38,112.7 ,41.3 ,10,87.3 ,7.3 ,6.5 ,369 ,41.8 ,1068 ,
0.425 ,972.3 ,584.1 ,1.6646 ,38,112.7 ,41.3 ,10,76.4 ,7.0 ,6.4 ,366 ,41.6 ,1061 ,
0.567 ,1296.2 ,348.4 ,3.7199 ,38,112.7 ,41.5 ,12,109.2 ,9.2 ,8.2 ,390 ,42.0 ,1072 ,
0.551 ,1258.9 ,359.2 ,3.5044 ,38,112.7 ,41.5 ,12,98.3 ,8.9 ,8.0 ,388 ,42.0 ,1072 ,
0.532 ,1214.9 ,374.8 ,3.2413 ,38,112.7 ,41.4 ,12,87.3 ,8.7 ,7.8 ,385 ,42.0 ,1072 ,
0.510 ,1166.0 ,395.8 ,2.9458 ,38,112.7 ,41.3 ,12,76.4 ,8.4 ,7.5 ,381 ,42.0 ,1071 ,
0.484 ,1106.8 ,430.5 ,2.5708 ,38,112.7 ,41.3 ,12,65.5 ,8.0 ,7.2 ,377 ,41.9 ,1069 ,
0.448 ,1024.7 ,513.5 ,1.9953 ,38,112.7 ,41.3 ,12,54.6 ,7.5 ,6.8 ,372 ,41.9 ,1070 ,
0.408 ,933.2 ,699.0 ,1.3352 ,38,112.7 ,41.5 ,12,43.7 ,6.9 ,6.3 ,365 ,41.8 ,1065 ,
0.448 ,1023.9 ,518.2 ,1.9760 ,38,100.2 ,41.7 ,10,109.2 ,7.8 ,6.9 ,373 ,42.0 ,1072 ,
0.436 ,996.7 ,561.6 ,1.7749 ,38,100.2 ,41.8 ,10,98.3 ,7.6 ,6.7 ,371 ,42.0 ,1072 ,
0.423 ,965.7 ,618.8 ,1.5606 ,38,100.2 ,41.8 ,10,87.3 ,7.4 ,6.5 ,369 ,41.9 ,1069 ,
0.567 ,1296.2 ,348.4 ,3.7200 ,38,100.2 ,42.0 ,12,109.2 ,9.2 ,8.2 ,390 ,42.0 ,1072 ,
0.551 ,1258.9 ,359.2 ,3.5049 ,38,100.2 ,41.9 ,12,98.3 ,8.9 ,8.0 ,388 ,42.0 ,1072 ,
0.532 ,1214.9 ,374.8 ,3.2416 ,38,100.2 ,41.8 ,12,87.3 ,8.7 ,7.8 ,385 ,42.0 ,1072 ,
0.509 ,1162.2 ,399.0 ,2.9128 ,38,100.2 ,41.8 ,12,76.4 ,8.4 ,7.5 ,381 ,42.0 ,1072 ,
0.481 ,1098.3 ,440.6 ,2.4926 ,38,100.2 ,41.7 ,12,65.5 ,8.0 ,7.2 ,377 ,42.0 ,1072 ,
0.446 ,1018.6 ,526.4 ,1.9353 ,38,100.2 ,41.7 ,12,54.6 ,7.6 ,6.8 ,373 ,42.0 ,1072 ,
0.926 ,2115.3 ,209.7 ,10.0858 ,12,75.2 ,19.4 ,8,109.2 ,3.4 ,2.0 ,315 ,20.4 ,579 ,
0.907 ,2073.5 ,211.8 ,9.7906 ,12,62.6 ,20.7 ,8,109.2 ,3.5 ,2.1 ,316 ,21.7 ,602 ,
0.881 ,2012.5 ,214.6 ,9.3759 ,12,50.1 ,22.7 ,8,109.2 ,3.6 ,2.3 ,317 ,23.5 ,635 ,
0.833 ,1904.1 ,218.1 ,8.7304 ,12,37.6 ,25.5 ,8,109.2 ,3.9 ,2.4 ,319 ,25.9 ,683 ,
0.814 ,1859.3 ,215.6 ,8.6224 ,12,37.6 ,25.2 ,8,98.3 ,3.5 ,2.0 ,315 ,25.8 ,681 ,
0.921 ,2103.7 ,210.1 ,10.0107 ,14,100.2 ,19.5 ,8,109.2 ,3.4 ,2.0 ,315 ,20.7 ,584 ,
0.912 ,2083.6 ,211.2 ,9.8632 ,14,87.7 ,20.3 ,8,109.2 ,3.5 ,2.1 ,315 ,21.4 ,596 ,
0.900 ,2055.5 ,212.7 ,9.6652 ,14,75.2 ,21.2 ,8,109.2 ,3.5 ,2.1 ,316 ,22.2 ,612 ,
0.882 ,2014.3 ,214.8 ,9.3772 ,14,62.6 ,22.5 ,8,109.2 ,3.6 ,2.3 ,318 ,23.5 ,636 ,
0.852 ,1947.5 ,217.3 ,8.9628 ,14,50.1 ,24.4 ,8,109.2 ,3.8 ,2.4 ,319 ,25.1 ,668 ,
0.838 ,1914.2 ,215.0 ,8.9037 ,14,50.1 ,24.2 ,8,98.3 ,3.4 ,2.1 ,315 ,24.9 ,664 ,
0.796 ,1818.6 ,219.6 ,8.2805 ,14,37.6 ,27.0 ,8,109.2 ,4.0 ,2.4 ,319 ,27.2 ,711 ,
0.790 ,1806.2 ,219.5 ,8.2273 ,14,37.6 ,26.9 ,8,98.3 ,3.6 ,2.4 ,319 ,27.3 ,713 ,
0.774 ,1768.3 ,217.4 ,8.1356 ,14,37.6 ,26.7 ,8,87.3 ,3.2 ,2.0 ,315 ,27.2 ,709 ,
0.908 ,2075.6 ,211.6 ,9.8073 ,16,125.3 ,20.4 ,8,109.2 ,3.5 ,2.1 ,316 ,21.6 ,601 ,
0.903 ,2062.7 ,212.3 ,9.7150 ,16,112.7 ,20.8 ,8,109.2 ,3.5 ,2.1 ,316 ,22.0 ,608 ,
0.895 ,2045.8 ,213.1 ,9.5985 ,16,100.2 ,21.4 ,8,109.2 ,3.6 ,2.2 ,316 ,22.5 ,618 ,
0.885 ,2023.3 ,214.2 ,9.4478 ,16,87.7 ,22.1 ,8,109.2 ,3.6 ,2.2 ,317 ,23.2 ,630 ,
0.872 ,1992.3 ,215.5 ,9.2452 ,16,75.2 ,23.0 ,8,109.2 ,3.7 ,2.3 ,318 ,24.0 ,646 ,
0.852 ,1947.1 ,217.3 ,8.9604 ,16,62.6 ,24.3 ,8,109.2 ,3.8 ,2.4 ,319 ,25.1 ,668 ,
0.837 ,1912.5 ,215.1 ,8.8930 ,16,62.6 ,24.1 ,8,98.3 ,3.4 ,2.1 ,315 ,25.0 ,665 ,
0.819 ,1871.3 ,218.7 ,8.5550 ,16,50.1 ,26.0 ,8,109.2 ,3.9 ,2.4 ,320 ,26.4 ,694 ,
0.807 ,1843.0 ,218.0 ,8.4530 ,16,50.1 ,25.9 ,8,98.3 ,3.5 ,2.3 ,318 ,26.6 ,697 ,
0.757 ,1730.2 ,222.0 ,7.7942 ,16,37.6 ,28.5 ,8,109.2 ,4.2 ,2.5 ,320 ,28.6 ,740 ,
0.754 ,1723.4 ,221.9 ,7.7654 ,16,37.6 ,28.4 ,8,98.3 ,3.8 ,2.5 ,320 ,28.7 ,741 ,
0.733 ,1676.0 ,219.6 ,7.6316 ,16,37.6 ,28.1 ,8,87.3 ,3.4 ,2.0 ,315 ,28.5 ,737 ,
0.881 ,2013.0 ,214.6 ,9.3791 ,18,125.3 ,22.3 ,8,109.2 ,3.6 ,2.3 ,317 ,23.4 ,635 ,
0.875 ,1998.5 ,215.2 ,9.2847 ,18,112.7 ,22.7 ,8,109.2 ,3.7 ,2.3 ,318 ,23.8 ,643 ,
0.866 ,1979.8 ,216.0 ,9.1655 ,18,100.2 ,23.3 ,8,109.2 ,3.7 ,2.3 ,318 ,24.3 ,652 ,
0.856 ,1955.2 ,217.0 ,9.0109 ,18,87.7 ,23.9 ,8,109.2 ,3.7 ,2.4 ,319 ,24.9 ,664 ,
0.840 ,1919.4 ,214.8 ,8.9363 ,18,87.7 ,23.8 ,8,98.3 ,3.4 ,2.1 ,315 ,24.8 ,661 ,
0.841 ,1921.5 ,218.3 ,8.8030 ,18,75.2 ,24.8 ,8,109.2 ,3.8 ,2.5 ,320 ,25.7 ,680 ,
0.826 ,1886.6 ,216.2 ,8.7275 ,18,75.2 ,24.7 ,8,98.3 ,3.4 ,2.1 ,316 ,25.6 ,677 ,
0.820 ,1873.0 ,220.1 ,8.5082 ,18,62.6 ,26.0 ,8,109.2 ,3.9 ,2.6 ,322 ,26.8 ,702 ,
0.805 ,1839.1 ,218.1 ,8.4318 ,18,62.6 ,25.9 ,8,98.3 ,3.6 ,2.3 ,318 ,26.6 ,699 ,
0.782 ,1785.9 ,220.9 ,8.0844 ,18,50.1 ,27.6 ,8,109.2 ,4.1 ,2.5 ,320 ,27.9 ,724 ,
0.774 ,1768.7 ,220.4 ,8.0245 ,18,50.1 ,27.5 ,8,98.3 ,3.7 ,2.4 ,319 ,27.9 ,725 ,
0.756 ,1727.2 ,219.0 ,7.8873 ,18,50.1 ,27.3 ,8,87.3 ,3.3 ,2.1 ,316 ,27.9 ,725 ,
0.732 ,1671.6 ,229.4 ,7.2862 ,18,37.6 ,30.2 ,8,109.2 ,4.4 ,3.1 ,328 ,30.6 ,784 ,
0.713 ,1628.3 ,225.3 ,7.2284 ,18,37.6 ,29.9 ,8,98.3 ,4.1 ,2.5 ,320 ,30.0 ,769 ,
0.704 ,1608.8 ,225.9 ,7.1221 ,18,37.6 ,29.7 ,8,87.3 ,3.6 ,2.5 ,320 ,30.2 ,774 ,
0.686 ,1566.8 ,223.6 ,7.0057 ,18,37.6 ,29.4 ,8,76.4 ,3.1 ,2.0 ,315 ,29.9 ,768 ,
0.859 ,1963.6 ,219.0 ,8.9659 ,20,125.3 ,24.2 ,8,109.2 ,3.7 ,2.7 ,322 ,25.4 ,673 ,
0.834 ,1904.8 ,215.4 ,8.8428 ,20,125.3 ,24.1 ,8,98.3 ,3.4 ,2.1 ,316 ,25.2 ,668 ,
0.924 ,2111.7 ,228.9 ,9.2267 ,20,125.3 ,24.5 ,10,109.2 ,5.4 ,4.0 ,338 ,25.7 ,680 ,
0.907 ,2071.9 ,225.9 ,9.1707 ,20,125.3 ,24.4 ,10,98.3 ,5.0 ,3.7 ,334 ,25.6 ,677 ,
0.896 ,2046.6 ,224.6 ,9.1141 ,20,125.3 ,24.3 ,10,87.3 ,4.4 ,3.5 ,331 ,25.6 ,678 ,
0.860 ,1965.3 ,218.9 ,8.9766 ,20,125.3 ,24.2 ,10,76.4 ,3.9 ,2.7 ,322 ,25.3 ,672 ,
0.831 ,1897.9 ,214.8 ,8.8341 ,20,125.3 ,24.0 ,10,65.5 ,3.1 ,2.0 ,315 ,25.1 ,667 ,
0.929 ,2123.7 ,229.8 ,9.2416 ,20,125.3 ,24.5 ,12,76.4 ,5.4 ,4.1 ,339 ,25.7 ,680 ,
0.843 ,1925.6 ,218.1 ,8.8283 ,20,112.7 ,24.6 ,8,109.2 ,3.8 ,2.5 ,320 ,25.6 ,678 ,
0.827 ,1889.2 ,216.0 ,8.7445 ,20,112.7 ,24.5 ,8,98.3 ,3.4 ,2.1 ,316 ,25.5 ,676 ,
0.919 ,2100.3 ,228.5 ,9.1929 ,20,112.7 ,25.0 ,10,109.2 ,5.4 ,4.0 ,337 ,25.8 ,682 ,
0.900 ,2056.3 ,226.4 ,9.0816 ,20,112.7 ,24.9 ,10,98.3 ,5.0 ,3.7 ,334 ,26.0 ,685 ,
0.879 ,2008.8 ,223.2 ,8.9988 ,20,112.7 ,24.8 ,10,87.3 ,4.5 ,3.3 ,329 ,25.9 ,683 ,
0.854 ,1950.6 ,219.6 ,8.8825 ,20,112.7 ,24.6 ,10,76.4 ,3.9 ,2.7 ,323 ,25.7 ,679 ,
0.822 ,1877.5 ,215.4 ,8.7162 ,20,112.7 ,24.5 ,10,65.5 ,3.2 ,2.0 ,315 ,25.5 ,675 ,
0.834 ,1905.5 ,218.9 ,8.7051 ,20,100.2 ,25.1 ,8,109.2 ,3.9 ,2.5 ,321 ,26.1 ,687 ,
0.818 ,1869.5 ,216.9 ,8.6209 ,20,100.2 ,25.0 ,8,98.3 ,3.5 ,2.2 ,317 ,26.0 ,685 ,
0.908 ,2075.4 ,229.8 ,9.0303 ,20,100.2 ,25.5 ,10,109.2 ,5.5 ,4.1 ,339 ,26.6 ,698 ,
0.891 ,2036.0 ,225.9 ,9.0125 ,20,100.2 ,25.4 ,10,98.3 ,5.1 ,3.6 ,333 ,26.2 ,689 ,
0.871 ,1989.4 ,224.0 ,8.8822 ,20,100.2 ,25.3 ,10,87.3 ,4.6 ,3.3 ,330 ,26.3 ,692 ,
0.845 ,1931.8 ,220.4 ,8.7639 ,20,100.2 ,25.2 ,10,76.4 ,4.0 ,2.8 ,323 ,26.2 ,689 ,
0.814 ,1859.5 ,216.3 ,8.5967 ,20,100.2 ,25.0 ,10,65.5 ,3.3 ,2.1 ,316 ,25.9 ,684 ,
0.825 ,1885.6 ,219.7 ,8.5837 ,20,87.7 ,25.8 ,8,109.2 ,3.9 ,2.6 ,321 ,26.5 ,696 ,
0.807 ,1843.8 ,217.9 ,8.4607 ,20,87.7 ,25.6 ,8,98.3 ,3.5 ,2.3 ,318 ,26.5 ,696 ,
0.897 ,2048.6 ,230.6 ,8.8849 ,20,87.7 ,26.2 ,10,109.2 ,5.5 ,4.2 ,340 ,27.3 ,711 ,
0.880 ,2010.1 ,227.9 ,8.8186 ,20,87.7 ,26.1 ,10,98.3 ,5.1 ,3.8 ,336 ,27.1 ,708 ,
0.859 ,1963.9 ,225.0 ,8.7301 ,20,87.7 ,26.0 ,10,87.3 ,4.7 ,3.4 ,331 ,27.0 ,705 ,
0.835 ,1907.1 ,221.5 ,8.6092 ,20,87.7 ,25.8 ,10,76.4 ,4.1 ,2.9 ,324 ,26.8 ,701 ,
0.804 ,1836.1 ,217.5 ,8.4418 ,20,87.7 ,25.6 ,10,65.5 ,3.3 ,2.2 ,317 ,26.5 ,696 ,
0.808 ,1845.4 ,220.6 ,8.3640 ,20,75.2 ,26.6 ,8,109.2 ,4.0 ,2.6 ,322 ,27.2 ,711 ,
0.792 ,1808.7 ,219.4 ,8.2443 ,20,75.2 ,26.5 ,8,98.3 ,3.6 ,2.4 ,319 ,27.3 ,712 ,
0.776 ,1772.6 ,217.3 ,8.1589 ,20,75.2 ,26.4 ,8,87.3 ,3.2 ,2.0 ,315 ,27.1 ,708 ,
0.880 ,2011.8 ,231.7 ,8.6846 ,20,75.2 ,27.2 ,10,109.2 ,5.6 ,4.3 ,341 ,28.1 ,729 ,
0.864 ,1974.3 ,229.2 ,8.6148 ,20,75.2 ,27.0 ,10,98.3 ,5.2 ,3.9 ,337 ,27.9 ,725 ,
0.844 ,1929.0 ,226.3 ,8.5229 ,20,75.2 ,26.9 ,10,87.3 ,4.8 ,3.5 ,332 ,27.8 ,722 ,
0.827 ,1889.8 ,222.6 ,8.4916 ,20,75.2 ,26.7 ,10,76.4 ,4.1 ,3.0 ,326 ,27.2 ,711 ,
0.789 ,1803.5 ,219.2 ,8.2282 ,20,75.2 ,26.5 ,10,65.5 ,3.5 ,2.3 ,318 ,27.3 ,712 ,
0.781 ,1784.0 ,221.7 ,8.0474 ,20,62.6 ,27.7 ,8,109.2 ,4.1 ,2.6 ,321 ,28.1 ,729 ,
0.770 ,1758.6 ,221.6 ,7.9367 ,20,62.6 ,27.6 ,8,98.3 ,3.7 ,2.5 ,320 ,28.3 ,733 ,
0.752 ,1718.8 ,219.5 ,7.8310 ,20,62.6 ,27.4 ,8,87.3 ,3.3 ,2.1 ,316 ,28.1 ,729 ,
0.857 ,1958.8 ,233.4 ,8.3937 ,20,62.6 ,28.4 ,10,109.2 ,5.7 ,4.4 ,343 ,29.2 ,753 ,
0.841 ,1922.7 ,231.1 ,8.3207 ,20,62.6 ,28.3 ,10,98.3 ,5.3 ,4.1 ,339 ,29.0 ,749 ,
0.822 ,1879.1 ,228.4 ,8.2269 ,20,62.6 ,28.1 ,10,87.3 ,4.9 ,3.7 ,334 ,28.8 ,745 ,
0.799 ,1825.5 ,225.3 ,8.1030 ,20,62.6 ,27.9 ,10,76.4 ,4.3 ,3.2 ,328 ,28.6 ,740 ,
0.773 ,1765.6 ,220.8 ,7.9948 ,20,62.6 ,27.6 ,10,65.5 ,3.6 ,2.4 ,320 ,28.1 ,728 ,
0.750 ,1713.6 ,227.1 ,7.5462 ,20,50.1 ,29.3 ,8,109.2 ,4.3 ,3.0 ,326 ,29.9 ,768 ,
0.736 ,1682.6 ,225.4 ,7.4635 ,20,50.1 ,29.1 ,8,98.3 ,3.9 ,2.7 ,323 ,29.7 ,764 ,
0.724 ,1654.4 ,222.9 ,7.4213 ,20,50.1 ,29.0 ,8,87.3 ,3.5 ,2.3 ,318 ,29.3 ,756 ,
0.788 ,1801.1 ,232.1 ,7.7613 ,20,50.1 ,29.8 ,10,87.3 ,5.1 ,3.9 ,337 ,30.4 ,779 ,
0.767 ,1752.3 ,229.2 ,7.6460 ,20,50.1 ,29.5 ,10,76.4 ,4.6 ,3.4 ,331 ,30.1 ,772 ,
0.739 ,1689.0 ,225.8 ,7.4809 ,20,50.1 ,29.2 ,10,65.5 ,3.9 ,2.8 ,324 ,29.8 ,765 ,
0.706 ,1614.3 ,221.5 ,7.2864 ,20,50.1 ,28.8 ,10,54.6 ,3.0 ,2.0 ,315 ,29.3 ,754 ,
0.693 ,1583.8 ,235.4 ,6.7267 ,20,37.6 ,31.6 ,8,109.2 ,4.6 ,3.4 ,330 ,32.1 ,817 ,
0.681 ,1555.9 ,234.3 ,6.6406 ,20,37.6 ,31.5 ,8,98.3 ,4.2 ,3.1 ,327 ,31.9 ,813 ,
0.666 ,1521.9 ,230.4 ,6.6040 ,20,37.6 ,31.2 ,8,87.3 ,3.9 ,2.5 ,320 ,31.3 ,798 ,
0.637 ,1456.2 ,229.5 ,6.3448 ,20,37.6 ,30.8 ,8,76.4 ,3.5 ,2.0 ,315 ,31.1 ,795 ,
0.647 ,1478.3 ,229.9 ,6.4303 ,20,37.6 ,30.9 ,10,98.3 ,6.4 ,2.2 ,317 ,31.2 ,797 ,
0.647 ,1479.1 ,229.8 ,6.4350 ,20,37.6 ,30.9 ,10,87.3 ,6.0 ,2.2 ,317 ,31.2 ,796 ,
0.653 ,1492.6 ,229.7 ,6.4977 ,20,37.6 ,31.0 ,10,76.4 ,5.4 ,2.3 ,318 ,31.1 ,796 ,
0.688 ,1573.0 ,234.9 ,6.6958 ,20,37.6 ,31.6 ,10,65.5 ,4.3 ,3.3 ,329 ,32.0 ,815 ,
0.657 ,1500.5 ,231.7 ,6.4772 ,20,37.6 ,31.1 ,10,54.6 ,3.5 ,2.5 ,320 ,31.5 ,803 ,
0.825 ,1885.1 ,222.0 ,8.4931 ,22,125.3 ,26.0 ,8,109.2 ,3.9 ,2.9 ,325 ,27.1 ,709 ,
0.799 ,1825.0 ,218.7 ,8.3451 ,22,125.3 ,25.9 ,8,98.3 ,3.6 ,2.3 ,318 ,26.9 ,705 ,
0.892 ,2037.5 ,230.9 ,8.8237 ,22,125.3 ,26.3 ,10,109.2 ,5.6 ,4.2 ,340 ,27.5 ,717 ,
0.882 ,2016.0 ,229.9 ,8.7707 ,22,125.3 ,26.3 ,10,98.3 ,5.1 ,4.1 ,339 ,27.5 ,717 ,
0.864 ,1973.7 ,227.8 ,8.6644 ,22,125.3 ,26.2 ,10,87.3 ,4.6 ,3.8 ,335 ,27.6 ,718 ,
0.828 ,1891.8 ,222.2 ,8.5136 ,22,125.3 ,26.1 ,10,76.4 ,4.1 ,2.9 ,325 ,27.1 ,708 ,
0.796 ,1818.8 ,218.4 ,8.3286 ,22,125.3 ,25.9 ,10,65.5 ,3.4 ,2.3 ,318 ,26.9 ,704 ,
0.807 ,1844.4 ,221.2 ,8.3367 ,22,112.7 ,26.4 ,8,109.2 ,4.0 ,2.7 ,322 ,27.4 ,714 ,
0.800 ,1827.3 ,220.8 ,8.2744 ,22,112.7 ,26.4 ,8,98.3 ,3.6 ,2.6 ,321 ,27.5 ,716 ,
0.884 ,2020.0 ,231.4 ,8.7293 ,22,112.7 ,26.8 ,10,109.2 ,5.6 ,4.3 ,341 ,27.9 ,725 ,
0.867 ,1980.9 ,228.9 ,8.6525 ,22,112.7 ,26.7 ,10,98.3 ,5.2 ,3.9 ,337 ,27.8 ,722 ,
0.853 ,1949.3 ,227.7 ,8.5603 ,22,112.7 ,26.6 ,10,87.3 ,4.7 ,3.7 ,334 ,27.9 ,724 ,
0.821 ,1876.1 ,222.9 ,8.4159 ,22,112.7 ,26.5 ,10,76.4 ,4.2 ,3.0 ,326 ,27.5 ,716 ,
0.789 ,1803.7 ,219.2 ,8.2304 ,22,112.7 ,26.3 ,10,65.5 ,3.5 ,2.3 ,318 ,27.3 ,712 ,
0.711 ,1624.5 ,221.3 ,7.3414 ,22,112.7 ,25.9 ,10,54.6 ,2.9 ,2.0 ,315 ,29.1 ,751 ,
0.798 ,1823.0 ,222.1 ,8.2079 ,22,100.2 ,26.9 ,8,109.2 ,4.0 ,2.8 ,323 ,27.8 ,723 ,
0.782 ,1787.4 ,220.3 ,8.1139 ,22,100.2 ,26.8 ,8,98.3 ,3.7 ,2.4 ,319 ,27.7 ,721 ,
0.764 ,1744.9 ,218.2 ,7.9967 ,22,100.2 ,26.7 ,8,87.3 ,3.3 ,2.1 ,315 ,27.6 ,718 ,
0.874 ,1997.4 ,232.2 ,8.6032 ,22,100.2 ,27.3 ,10,109.2 ,5.7 ,4.3 ,342 ,28.4 ,736 ,
0.860 ,1965.5 ,229.3 ,8.5719 ,22,100.2 ,27.3 ,10,98.3 ,5.2 ,3.9 ,337 ,28.1 ,728 ,
0.837 ,1913.1 ,227.0 ,8.4285 ,22,100.2 ,27.1 ,10,87.3 ,4.8 ,3.6 ,332 ,28.1 ,729 ,
0.821 ,1876.5 ,225.6 ,8.3186 ,22,100.2 ,27.0 ,10,76.4 ,4.2 ,3.3 ,330 ,28.2 ,730 ,
0.781 ,1784.8 ,220.2 ,8.1070 ,22,100.2 ,26.8 ,10,65.5 ,3.5 ,2.4 ,319 ,27.7 ,721 ,
0.708 ,1616.7 ,221.9 ,7.2857 ,22,100.2 ,26.4 ,10,54.6 ,3.0 ,2.1 ,315 ,29.3 ,755 ,
0.786 ,1794.9 ,223.3 ,8.0395 ,22,87.7 ,27.5 ,8,109.2 ,4.1 ,2.8 ,324 ,28.4 ,735 ,
0.775 ,1770.9 ,221.0 ,8.0124 ,22,87.7 ,27.5 ,8,98.3 ,3.7 ,2.5 ,320 ,28.0 ,728 ,
0.752 ,1718.4 ,219.5 ,7.8289 ,22,87.7 ,27.3 ,8,87.3 ,3.3 ,2.1 ,316 ,28.1 ,729 ,
0.862 ,1970.1 ,233.3 ,8.4456 ,22,87.7 ,28.0 ,10,109.2 ,5.7 ,4.4 ,343 ,29.0 ,749 ,
0.846 ,1933.3 ,229.2 ,8.4358 ,22,87.7 ,27.9 ,10,98.3 ,5.3 ,3.9 ,336 ,28.4 ,736 ,
0.828 ,1891.3 ,227.4 ,8.3164 ,22,87.7 ,27.8 ,10,87.3 ,4.9 ,3.6 ,333 ,28.5 ,737 ,
0.800 ,1828.2 ,225.1 ,8.1199 ,22,87.7 ,27.6 ,10,76.4 ,4.3 ,3.1 ,328 ,28.5 ,738 ,
0.770 ,1760.0 ,221.5 ,7.9455 ,22,87.7 ,27.4 ,10,65.5 ,3.6 ,2.5 ,320 ,28.3 ,732 ,
0.769 ,1757.1 ,224.9 ,7.8114 ,22,75.2 ,28.3 ,8,109.2 ,4.2 ,2.9 ,325 ,29.1 ,750 ,
0.756 ,1728.3 ,222.4 ,7.7716 ,22,75.2 ,28.2 ,8,98.3 ,3.8 ,2.5 ,321 ,28.7 ,742 ,
0.737 ,1682.9 ,221.4 ,7.6028 ,22,75.2 ,28.1 ,8,87.3 ,3.4 ,2.2 ,317 ,28.8 ,744 ,
0.845 ,1930.3 ,234.4 ,8.2360 ,22,75.2 ,28.9 ,10,109.2 ,5.8 ,4.5 ,344 ,29.8 ,765 ,
0.829 ,1893.3 ,232.2 ,8.1529 ,22,75.2 ,28.8 ,10,98.3 ,5.4 ,4.2 ,340 ,29.6 ,762 ,
0.809 ,1848.9 ,229.7 ,8.0477 ,22,75.2 ,28.6 ,10,87.3 ,5.0 ,3.8 ,335 ,29.5 ,758 ,
0.784 ,1792.5 ,226.6 ,7.9095 ,22,75.2 ,28.5 ,10,76.4 ,4.4 ,3.2 ,329 ,29.2 ,753 ,
0.756 ,1726.5 ,223.4 ,7.7271 ,22,75.2 ,28.2 ,10,65.5 ,3.7 ,2.6 ,322 ,29.0 ,748 ,
0.746 ,1703.6 ,227.6 ,7.4846 ,22,62.6 ,29.4 ,8,109.2 ,4.3 ,3.1 ,327 ,30.1 ,772 ,
0.731 ,1671.1 ,224.4 ,7.4477 ,22,62.6 ,29.3 ,8,98.3 ,4.0 ,2.6 ,321 ,29.6 ,760 ,
0.715 ,1632.7 ,224.3 ,7.2780 ,22,62.6 ,29.1 ,8,87.3 ,3.6 ,2.4 ,319 ,29.8 ,765 ,
0.820 ,1873.3 ,236.7 ,7.9157 ,22,62.6 ,30.1 ,10,109.2 ,5.9 ,4.7 ,345 ,30.9 ,789 ,
0.805 ,1839.1 ,234.6 ,7.8390 ,22,62.6 ,30.0 ,10,98.3 ,5.6 ,4.3 ,341 ,30.7 ,785 ,
0.786 ,1796.4 ,232.3 ,7.7331 ,22,62.6 ,29.8 ,10,87.3 ,5.1 ,3.9 ,337 ,30.5 ,781 ,
0.763 ,1744.2 ,229.6 ,7.5972 ,22,62.6 ,29.6 ,10,76.4 ,4.6 ,3.4 ,331 ,30.2 ,776 ,
